grammar_point;meaning;level;lesson_number;lesson_title;bunpro_url;structure;structure_display;part_of_speech;word_type;register;about;cautions;example_jp_1;example_en_1;synonyms;antonyms;related;meaning_hint;jp_hint
～んです・のです;;N5;2;;https://bunpro.jp/grammar_points//grammar_points/-%E3%82%93%E3%81%A7%E3%81%99-%E3%81%AE%E3%81%A7%E3%81%99;;;;;;;;;;;;;;
い-Adjective (Past);;N5;3;;https://bunpro.jp/grammar_points//grammar_points/past-tense-%E3%81%84-adjectives;;;;;;;;;;;;;;
の;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%AF;;;;;;;;;;;;;;
い-Adjective + Noun;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%84-adjective-noun;;;;;;;;;;;;;;
な-Adjective + Noun;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA-adjective-noun;;;;;;;;;;;;;;
へいく;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B8%E3%81%84%E3%81%8F;;;;;;;;;;;;;;
する;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
くる;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8F%E3%82%8B;;;;;;;;;;;;;;
る-Verb (Past);;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8B-verb-past;;;;;;;;;;;;;;
う-Verb (Past);;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%86-verb-past;;;;;;;;;;;;;;
好き;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%99%E3%81%8D;;;;;;;;;;;;;;
きらい;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8D%E3%82%89%E3%81%84;;;;;;;;;;;;;;
のがすき;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%8C%E3%81%99%E3%81%8D;;;;;;;;;;;;;;
がある + Noun;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8C%E3%81%82%E3%82%8B-noun;;;;;;;;;;;;;;
い-Adjectives くない;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/negative-%E3%81%84-adjectives;;;;;;;;;;;;;;
で;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A7-by;;;;;;;;;;;;;;
ので;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%A7;;;;;;;;;;;;;;
から;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%82%89-because;;;;;;;;;;;;;;
から;;N5;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%82%89;;;;;;;;;;;;;;
けど・だけど;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%91%E3%81%A9-%E3%81%A0%E3%81%91%E3%81%A9;;;;;;;;;;;;;;
が;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8C-but;;;;;;;;;;;;;;
る-Verb (Negative-Past);;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8B-verb-neg-past;;;;;;;;;;;;;;
う-Verb (Negative-Past);;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%86-verb-neg-past;;;;;;;;;;;;;;
Verb + て;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/verb-%E3%81%A6;;;;;;;;;;;;;;
ている①;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%84%E3%82%8B1;;;;;;;;;;;;;;
へ;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B8;;;;;;;;;;;;;;
Verb + にいく;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/verb-%E3%81%AB%E3%81%84%E3%81%8F;;;;;;;;;;;;;;
誰;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%82%8C;;;;;;;;;;;;;;
い-Adjective (Predicate);;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%84-adjective-predicate;;;;;;;;;;;;;;
な-Adjective だ;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA-adjective-predicate;;;;;;;;;;;;;;
だった・でした;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%81%A3%E3%81%9F-%E3%81%A7%E3%81%97%E3%81%9F;;;;;;;;;;;;;;
じゃない;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
じゃなかった;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%8B%E3%81%A3%E3%81%9F;;;;;;;;;;;;;;
い-Adjective くなかった;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%84-Adjective-%E3%81%8F%E3%81%AA%E3%81%8B%E3%81%A3%E3%81%9F;;;;;;;;;;;;;;
と;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8;;;;;;;;;;;;;;
って;;N5;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
Verbs (Non-past);;N5;4;;https://bunpro.jp/grammar_points//grammar_points/verb-non-past;;;;;;;;;;;;;;
Verb［た・ている］+ Noun;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/verb-%E3%81%9F-noun;;;;;;;;;;;;;;
の;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE-noun-ommission;;;;;;;;;;;;;;
な;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA;;;;;;;;;;;;;;
だけ;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%81%91;;;;;;;;;;;;;;
どれ;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A9%E3%82%8C;;;;;;;;;;;;;;
どこ;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A9%E3%81%93;;;;;;;;;;;;;;
どの;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A9%E3%81%AE;;;;;;;;;;;;;;
ている②;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%84%E3%82%8B2;;;;;;;;;;;;;;
てから;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%8B%E3%82%89;;;;;;;;;;;;;;
Verb + て+ B;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/verb-%E3%81%A6-b;;;;;;;;;;;;;;
もう;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%81%86;;;;;;;;;;;;;;
まだ;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%A0;;;;;;;;;;;;;;
まだ～ていません;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%A0-%E3%81%A6%E3%81%84%E3%81%BE%E3%81%9B%E3%82%93;;;;;;;;;;;;;;
てもいい;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%82%82%E3%81%84%E3%81%84;;;;;;;;;;;;;;
たい;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%84;;;;;;;;;;;;;;
たり～たりする;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%82%8A-%E3%81%9F%E3%82%8A%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
けっこう;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%91%E3%81%A3%E3%81%93%E3%81%86;;;;;;;;;;;;;;
たくさん;;N5;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%8F%E3%81%95%E3%82%93;;;;;;;;;;;;;;
まえに;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%88%E3%81%AB;;;;;;;;;;;;;;
くらい ①;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8F%E3%82%89%E3%81%841;;;;;;;;;;;;;;
Noun + まで;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/noun-%E3%81%BE%E3%81%A7;;;;;;;;;;;;;;
Verb + まで;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/v-%E3%81%BE%E3%81%A7;;;;;;;;;;;;;;
すぎる;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%99%E3%81%8E%E3%82%8B;;;;;;;;;;;;;;
にする;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
～になる・～くなる;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%AA%E3%82%8B-%E3%81%8F%E3%81%AA%E3%82%8B;;;;;;;;;;;;;;
のなかで～がいちばん～;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7-%E3%81%8C%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93;;;;;;;;;;;;;;
より～のほうが;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%88%E3%82%8A-%E3%81%AE%E3%81%BB%E3%81%86%E3%81%8C;;;;;;;;;;;;;;
なにか・なにも;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%AB%E3%81%8B-%E3%81%AA%E3%81%AB%E3%82%82;;;;;;;;;;;;;;
誰か・どこか・誰も・どこも;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E8%AA%B0%E3%81%8B-%E3%81%A9%E3%81%93%E3%81%8B-%E8%AA%B0%E3%82%82-%E3%81%A9%E3%81%93%E3%82%82;;;;;;;;;;;;;;
ましょう;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86;;;;;;;;;;;;;;
～ましょうか;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%97%E3%82%87%E3%81%86%E3%81%8B;;;;;;;;;;;;;;
ませんか;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B;;;;;;;;;;;;;;
Verb + てもいい;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/verb-%E3%81%A6%E3%82%82%E3%81%84%E3%81%84;;;;;;;;;;;;;;
てください;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84;;;;;;;;;;;;;;
ないでください;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%84%E3%81%A7%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84;;;;;;;;;;;;;;
てはいけない;;N5;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
なくてはいけない;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%81%AF%E3%81%84%E3%81%91%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
なくてはならない;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%81%AF%E3%81%AA%E3%82%89%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
たほうがいい;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84;;;;;;;;;;;;;;
ないほうがいい;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%84%E3%81%BB%E3%81%86%E3%81%8C%E3%81%84%E3%81%84;;;;;;;;;;;;;;
なくちゃ・なきゃ;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%8F%E3%81%A1%E3%82%83-%E3%81%AA%E3%81%8D%E3%82%83;;;;;;;;;;;;;;
や;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%84;;;;;;;;;;;;;;
たことがある;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%93%E3%81%A8%E3%81%8C%E3%81%82%E3%82%8B;;;;;;;;;;;;;;
ている③;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%84%E3%82%8B3;;;;;;;;;;;;;;
Adjective + て・Noun + で;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/adjective-%E3%81%A6-noun-%E3%81%A7;;;;;;;;;;;;;;
Adjective + て + B;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/adjective-%E3%81%A6-b;;;;;;;;;;;;;;
のがへた;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%8C%E3%81%B8%E3%81%9F;;;;;;;;;;;;;;
のがじょうず;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%8C%E3%81%98%E3%82%87%E3%81%86%E3%81%9A;;;;;;;;;;;;;;
Adjective + の(は);;N5;7;;https://bunpro.jp/grammar_points//grammar_points/adjective-%E3%81%AE-%E3%81%AF;;;;;;;;;;;;;;
あげる;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%82%E3%81%92%E3%82%8B;;;;;;;;;;;;;;
くれる;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8F%E3%82%8C%E3%82%8B;;;;;;;;;;;;;;
もらう;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%82%89%E3%81%86;;;;;;;;;;;;;;
けれども;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%91%E3%82%8C%E3%81%A9%E3%82%82;;;;;;;;;;;;;;
つもりだ;;N5;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A4%E3%82%82%E3%82%8A%E3%81%A0;;;;;;;;;;;;;;
