grammar_point;meaning;level;lesson_number;lesson_title;bunpro_url;structure;structure_display;part_of_speech;word_type;register;about;cautions;example_jp_1;example_en_1;synonyms;antonyms;related;meaning_hint;jp_hint
ことだ;;N3;1;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%A0;;;;;;;;;;;;;;
そうだ;;N3;1;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%86%E3%81%A0;;;;;;;;;;;;;;
すると;;N3;1;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%99%E3%82%8B%E3%81%A8;;;;;;;;;;;;;;
そうすると;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%86%E3%81%99%E3%82%8B%E3%81%A8;;;;;;;;;;;;;;
のはXの方だ;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%AFx%E3%81%AE%E6%96%B9%E3%81%A0;;;;;;;;;;;;;;
Noun＋型;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/noun-%E5%9E%8B;;;;;;;;;;;;;;
てごらん;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%81%94%E3%82%89%E3%82%93;;;;;;;;;;;;;;
Particle + の;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/particle-%E3%81%AE;;;;;;;;;;;;;;
である;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A7%E3%81%82%E3%82%8B;;;;;;;;;;;;;;
ところが;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%81%8C;;;;;;;;;;;;;;
ところで;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A7;;;;;;;;;;;;;;
ほど;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BB%E3%81%A9;;;;;;;;;;;;;;
ば〜ほど;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B0-%E3%81%BB%E3%81%A9;;;;;;;;;;;;;;
ほど～ない;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BB%E3%81%A9%EF%BD%9E%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
では・それでは・じゃあ;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A7%E3%81%AF-%E3%81%9D%E3%82%8C%E3%81%A7%E3%81%AF-%E3%81%98%E3%82%83%E3%81%82;;;;;;;;;;;;;;
のに;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E3%81%AB;;;;;;;;;;;;;;
ため(に);;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%82%81-%E3%81%AB;;;;;;;;;;;;;;
ために;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%82%81%E3%81%AB;;;;;;;;;;;;;;
という;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%86-called;;;;;;;;;;;;;;
ということだ;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%93%E3%81%A8%E3%81%A0;;;;;;;;;;;;;;
というのは;;N3;2;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%AE%E3%81%AF;;;;;;;;;;;;;;
的;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E7%9A%84;;;;;;;;;;;;;;
もの・もん;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%81%AE-%E3%82%82%E3%82%93;;;;;;;;;;;;;;
ものだ;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%81%AE%E3%81%A0;;;;;;;;;;;;;;
最中に;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E6%9C%80%E4%B8%AD%E3%81%AB;;;;;;;;;;;;;;
上で;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E4%B8%8A%E3%81%A7;;;;;;;;;;;;;;
おかげで;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8A%E3%81%8B%E3%81%92%E3%81%A7;;;;;;;;;;;;;;
にもとづいて;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%82%82%E3%81%A8%E3%81%A5%E3%81%84%E3%81%A6;;;;;;;;;;;;;;
点;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E7%82%B9;;;;;;;;;;;;;;
なぜなら〜から;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%9C%E3%81%AA%E3%82%89-%E3%81%8B%E3%82%89;;;;;;;;;;;;;;
こそ;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%9D;;;;;;;;;;;;;;
からこそ;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%82%89%E3%81%93%E3%81%9D;;;;;;;;;;;;;;
ばかり;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B0%E3%81%8B%E3%82%8A;;;;;;;;;;;;;;
ばかりだ;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B0%E3%81%8B%E3%82%8A%E3%81%A0;;;;;;;;;;;;;;
ばかりに;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B0%E3%81%8B%E3%82%8A%E3%81%AB;;;;;;;;;;;;;;
ことがある;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%8C%E3%81%82%E3%82%8B;;;;;;;;;;;;;;
ことにする;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
ことなの;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%AA%E3%81%AE;;;;;;;;;;;;;;
ことになる;;N3;3;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%AB%E3%81%AA%E3%82%8B;;;;;;;;;;;;;;
～は～で有名;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AF-%E3%81%A7%E6%9C%89%E5%90%8D;;;;;;;;;;;;;;
ことはない;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%AF%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
～と言っても;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E8%A8%80%E3%81%A3%E3%81%A6%E3%82%82;;;;;;;;;;;;;;
といえば;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%88%E3%81%B0;;;;;;;;;;;;;;
合う;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E5%90%88%E3%81%86;;;;;;;;;;;;;;
に合わせて・に合った;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E5%90%88%E3%82%8F%E3%81%9B%E3%81%A6-%E3%81%AB%E5%90%88%E3%81%A3%E3%81%9F;;;;;;;;;;;;;;
について;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6;;;;;;;;;;;;;;
～(の)姿;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AE%E5%A7%BF;;;;;;;;;;;;;;
と言える;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E8%A8%80%E3%81%88%E3%82%8B;;;;;;;;;;;;;;
ちゃんと・きちんと;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8-%E3%81%8D%E3%81%A1%E3%82%93%E3%81%A8;;;;;;;;;;;;;;
そのため(に);;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%AE%E3%81%9F%E3%82%81-%E3%81%AB;;;;;;;;;;;;;;
その結果;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%AE%E7%B5%90%E6%9E%9C;;;;;;;;;;;;;;
に比べて;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E6%AF%94%E3%81%B9%E3%81%A6;;;;;;;;;;;;;;
どんなに〜ても;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A9%E3%82%93%E3%81%AA%E3%81%AB-%E3%81%A6%E3%82%82;;;;;;;;;;;;;;
いくら〜でも;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%84%E3%81%8F%E3%82%89-%E3%81%A7%E3%82%82;;;;;;;;;;;;;;
〜かは〜によって違う;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%81%AF-%E3%81%AB%E3%82%88%E3%81%A3%E3%81%A6%E9%81%95%E3%81%86;;;;;;;;;;;;;;
かなり;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%81%AA%E3%82%8A;;;;;;;;;;;;;;
あまりに;;N3;4;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%82%E3%81%BE%E3%82%8A%E3%81%AB;;;;;;;;;;;;;;
わけだ;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8F%E3%81%91%E3%81%A0;;;;;;;;;;;;;;
わけではない;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8F%E3%81%91%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
と同時に;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E5%90%8C%E6%99%82%E3%81%AB;;;;;;;;;;;;;;
ところだった ①;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%93%E3%82%8D%E3%81%A0%E3%81%A3%E3%81%9F1;;;;;;;;;;;;;;
だって;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
んだって;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%93%E3%81%A0%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
関係がある;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E9%96%A2%E4%BF%82%E3%81%8C%E3%81%82%E3%82%8B;;;;;;;;;;;;;;
に関する・に関して;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B-%E3%81%AB%E9%96%A2%E3%81%97%E3%81%A6;;;;;;;;;;;;;;
に対して;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E5%AF%BE%E3%81%97%E3%81%A6;;;;;;;;;;;;;;
くらい ②;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8F%E3%82%89%E3%81%842;;;;;;;;;;;;;;
は～くらいです;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AF-%E3%81%8F%E3%82%89%E3%81%84%E3%81%A7%E3%81%99;;;;;;;;;;;;;;
さ - Interjection;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95-interjection;;;;;;;;;;;;;;
さ - Filler;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95-filler;;;;;;;;;;;;;;
さ - Casual よ;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95-casual%E3%82%88;;;;;;;;;;;;;;
それぞれ;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%82%8C%E3%81%9E%E3%82%8C;;;;;;;;;;;;;;
まま(に);;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%81%BE;;;;;;;;;;;;;;
そこで;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%93%E3%81%A7;;;;;;;;;;;;;;
しかない;;N3;5;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%97%E3%81%8B%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
てもかまわない;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%82%82%E3%81%8B%E3%81%BE%E3%82%8F%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
～ても～なくても;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E3%82%82-%E3%81%AA%E3%81%8F%E3%81%A6%E3%82%82;;;;;;;;;;;;;;
んじゃない;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%93%E3%81%98%E3%82%83%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
わけがない;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8F%E3%81%91%E3%81%8C%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
としたら・とすれば・とすると;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%97%E3%81%9F%E3%82%89-%E3%81%A8%E3%81%99%E3%82%8C%E3%81%B0-%E3%81%A8%E3%81%99%E3%82%8B%E3%81%A8;;;;;;;;;;;;;;
として;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%97%E3%81%A6;;;;;;;;;;;;;;
にしては;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%97%E3%81%A6%E3%81%AF;;;;;;;;;;;;;;
にしても;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%97%E3%81%A6%E3%82%82;;;;;;;;;;;;;;
～というのは事実だ;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%81%AE%E3%81%AF%E4%BA%8B%E5%AE%9F%E3%81%A0;;;;;;;;;;;;;;
から言うと;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%82%89%E8%A8%80%E3%81%86%E3%81%A8;;;;;;;;;;;;;;
に取って;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E5%8F%96%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
ことから;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%8B%E3%82%89;;;;;;;;;;;;;;
というより;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%84%E3%81%86%E3%82%88%E3%82%8A;;;;;;;;;;;;;;
はもちろん;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AF%E3%82%82%E3%81%A1%E3%82%8D%E3%82%93;;;;;;;;;;;;;;
をはじめ;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%92%E3%81%AF%E3%81%98%E3%82%81;;;;;;;;;;;;;;
て初めて;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A6%E5%88%9D%E3%82%81%E3%81%A6;;;;;;;;;;;;;;
さえ;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95%E3%81%88;;;;;;;;;;;;;;
さえ〜ば;;N3;6;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95%E3%81%88-%E3%81%B0;;;;;;;;;;;;;;
たものだ;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%82%82%E3%81%AE%E3%81%A0;;;;;;;;;;;;;;
さて;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%95%E3%81%A6;;;;;;;;;;;;;;
むしろ;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%80%E3%81%97%E3%82%8D;;;;;;;;;;;;;;
つまり;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A4%E3%81%BE%E3%82%8A;;;;;;;;;;;;;;
即ち;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E5%8D%B3%E3%81%A1;;;;;;;;;;;;;;
却って;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E5%8D%B4%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
まるで…ようだ;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BE%E3%82%8B%E3%81%A7-%E3%82%88%E3%81%86%E3%81%A0;;;;;;;;;;;;;;
ような気がする;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%88%E3%81%86%E3%81%AA%E6%B0%97%E3%81%8C%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
とても～ない;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%A6%E3%82%82-%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
別に〜ない;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E5%88%A5%E3%81%AB-%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
ばかりでなく;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%B0%E3%81%8B%E3%82%8A%E3%81%A7%E3%81%AA%E3%81%8F;;;;;;;;;;;;;;
ではなくて・じゃなくて;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A7%E3%81%AF%E3%81%AA%E3%81%8F%E3%81%A6-%E3%81%98%E3%82%83%E3%81%AA%E3%81%8F%E3%81%A6;;;;;;;;;;;;;;
だけでなく(て)～も;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%81%91%E3%81%A7%E3%81%AA%E3%81%8F-%E3%81%A6-%E3%82%82;;;;;;;;;;;;;;
だけしか;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%81%91%E3%81%97%E3%81%8B;;;;;;;;;;;;;;
は言うまでもない ①;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AF%E8%A8%80%E3%81%86%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%841;;;;;;;;;;;;;;
決して〜ない;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E6%B1%BA%E3%81%97%E3%81%A6-%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
わけにはいかない;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8F%E3%81%91%E3%81%AB%E3%81%AF%E3%81%84%E3%81%8B%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
〜ようとしない;;N3;7;;https://bunpro.jp/grammar_points//grammar_points/-%E3%82%88%E3%81%86%E3%81%A8%E3%81%97%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
もしかしたら;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%81%97%E3%81%8B%E3%81%97%E3%81%9F%E3%82%89;;;;;;;;;;;;;;
たとえ〜ても;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%A8%E3%81%88-%E3%81%A6%E3%82%82;;;;;;;;;;;;;;
ことに;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%AB;;;;;;;;;;;;;;
ことか;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%93%E3%81%A8%E3%81%8B;;;;;;;;;;;;;;
～かというと ①;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%81%A8%E3%81%84%E3%81%86%E3%81%A81;;;;;;;;;;;;;;
～かというと ②;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8B%E3%81%A8%E3%81%84%E3%81%86%E3%81%A82;;;;;;;;;;;;;;
で言うと;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A7%E8%A8%80%E3%81%86%E3%81%A8;;;;;;;;;;;;;;
～ずつ;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9A%E3%81%A4;;;;;;;;;;;;;;
ずっと ②;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9A%E3%81%A3%E3%81%A82;;;;;;;;;;;;;;
だらけ;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A0%E3%82%89%E3%81%91;;;;;;;;;;;;;;
もっとも;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%82%E3%81%A3%E3%81%A8%E3%82%82;;;;;;;;;;;;;;
再び;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E5%86%8D%E3%81%B3;;;;;;;;;;;;;;
み;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%BF;;;;;;;;;;;;;;
と同じくらい;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E5%90%8C%E3%81%98%E3%81%8F%E3%82%89%E3%81%84;;;;;;;;;;;;;;
と同じで・と違って;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E5%90%8C%E3%81%98%E3%81%A7-%E3%81%A8%E9%81%95%E3%81%A3%E3%81%A6;;;;;;;;;;;;;;
と並んで;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E4%B8%A6%E3%82%93%E3%81%A7;;;;;;;;;;;;;;
に違いない;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E9%81%95%E3%81%84%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
当たり;;N3;8;;https://bunpro.jp/grammar_points//grammar_points/%E5%BD%93%E3%81%9F%E3%82%8A;;;;;;;;;;;;;;
に当たる;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E5%BD%93%E3%81%9F%E3%82%8B;;;;;;;;;;;;;;
に限る;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E9%99%90%E3%82%8B;;;;;;;;;;;;;;
とは限らない;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E3%81%AF%E9%99%90%E3%82%89%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
めったに〜ない;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%81%E3%81%A3%E3%81%9F%E3%81%AB-%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
割に;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%82%8F%E3%82%8A%E3%81%AB;;;;;;;;;;;;;;
Verb[volitional]とする;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/verb-volitional%E3%81%A8%E3%81%99%E3%82%8B;;;;;;;;;;;;;;
Verb[volitional] + としたが;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/verb-volitional-%E3%81%A8%E3%81%97%E3%81%9F%E3%81%8C;;;;;;;;;;;;;;
言うまでもない ②;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E8%A8%80%E3%81%86%E3%81%BE%E3%81%A7%E3%82%82%E3%81%AA%E3%81%842;;;;;;;;;;;;;;
そうもない;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9D%E3%81%86%E3%82%82%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
ないことはない;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%84%E3%81%93%E3%81%A8%E3%81%AF%E3%81%AA%E3%81%84;;;;;;;;;;;;;;
なんか・なんて;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%82%93%E3%81%8B-%E3%81%AA%E3%82%93%E3%81%A6;;;;;;;;;;;;;;
又〜も;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E5%8F%88-%E3%82%82;;;;;;;;;;;;;;
ついでに;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A4%E3%81%84%E3%81%A7%E3%81%AB;;;;;;;;;;;;;;
と共に;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%A8%E5%85%B1%E3%81%AB;;;;;;;;;;;;;;
につれて;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AB%E3%81%A4%E3%82%8C%E3%81%A6;;;;;;;;;;;;;;
直ちに;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E7%9B%B4%E3%81%A1%E3%81%AB;;;;;;;;;;;;;;
たとたんに;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%A8%E3%81%9F%E3%82%93%E3%81%AB;;;;;;;;;;;;;;
おきに;;N3;9;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%8A%E3%81%8D%E3%81%AB;;;;;;;;;;;;;;
たびに;;N3;10;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%9F%E3%81%B3%E3%81%AB;;;;;;;;;;;;;;
あるいは;;N3;10;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%82%E3%82%8B%E3%81%84%E3%81%AF;;;;;;;;;;;;;;
ながらも;;N3;10;;https://bunpro.jp/grammar_points//grammar_points/%E3%81%AA%E3%81%8C%E3%82%89%E3%82%82;;;;;;;;;;;;;;
